dt(cam)	frame	LO	AO
0.0000	0000	0.0055	0.0000
0.0024	0001	0.0055	0.0000
0.0103	0002	0.0055	0.0000
0.0424	0003	0.0055	0.0000
0.1095	0004	0.0055	0.0000
0.2700	0005	0.0055	0.0000
0.4461	0006	0.0055	0.0000
0.6055	0007	0.0109	0.0000
0.8156	0008	0.0109	0.0000
0.9306	0009	0.0109	0.0000
1.0959	0010	0.0109	0.0000
1.2631	0011	0.0109	-0.8831
1.4337	0012	0.0109	-0.8831
1.6501	0013	0.0032	-0.5282
1.7618	0014	0.0032	-0.5282
1.9269	0015	0.0032	-0.5282
2.0894	0016	0.0032	-0.5282
2.2601	0017	0.0032	-0.5282
2.4556	0018	0.0032	-0.5282
2.6349	0019	0.0145	-0.6682
2.7519	0020	0.0145	-0.6682
2.9186	0021	0.0145	-0.6682
3.0864	0022	0.0145	-0.6682
3.2488	0023	0.0145	-0.6682
3.4174	0024	0.0145	-0.6682
3.6278	0025	0.0087	-0.5725
3.7471	0026	0.0087	-0.5725
3.9118	0027	0.0087	-0.5725
4.0780	0028	0.0087	-0.5725
4.2486	0029	0.0087	-0.5725
4.4109	0030	0.0087	-0.5725
4.5760	0031	0.0099	-1.6427
4.7392	0032	0.0099	-1.6427
4.9229	0033	0.0099	-1.6427
5.0713	0034	0.0099	-1.6427
5.2387	0035	0.0099	-1.6427
5.4107	0036	0.0099	-1.6427
5.6105	0037	0.0097	-0.7268
5.7355	0038	0.0097	-0.7268
5.9006	0039	0.0097	-0.7268
6.0664	0040	0.0097	-0.7268
6.2430	0041	0.0097	-0.7268
6.3986	0042	0.0097	-0.7268
6.6127	0043	0.0109	-0.6730
6.7283	0044	0.0109	-0.6730
6.8945	0045	0.0109	-0.6730
7.0967	0046	0.0109	-0.6730
7.2266	0047	0.0109	-0.6730
7.3961	0048	0.0109	-0.6730
7.5552	0049	0.0103	-0.1492
7.7215	0050	0.0103	-0.1492
7.8860	0051	0.0103	-0.1492
8.0550	0052	0.0103	-0.1492
8.2323	0053	0.0103	-0.1492
8.3838	0054	0.0103	-0.1492
8.5507	0055	0.0137	-2.3142
8.7135	0056	0.0137	-2.3142
8.8812	0057	0.0137	-2.3142
9.0463	0058	0.0137	-2.3142
9.2144	0059	0.0137	-2.3142
9.4252	0060	0.0137	-2.3142
9.5402	0061	0.0083	-1.6544
9.7297	0062	0.0083	-1.6544
9.8745	0063	0.0083	-1.6544
10.0442	0064	0.0083	-1.6544
10.2065	0065	0.0083	-1.6544
10.3723	0066	0.0083	-1.6544
10.5347	0067	0.0063	-0.8084
10.7068	0068	0.0063	-0.8084
10.8697	0069	0.0063	-0.8084
11.0376	0070	0.0063	-0.8084
11.2287	0071	0.0063	-0.8084
11.3617	0072	0.0063	-0.8084
11.5680	0073	0.0100	-2.0036
11.6967	0074	0.0100	-2.0036
11.8639	0075	0.0100	-2.0036
12.0308	0076	0.0100	-2.0036
12.2031	0077	0.0100	-2.0036
12.3637	0078	0.0100	-2.0036
12.5294	0079	0.0100	-2.0036
12.6903	0080	0.0100	-2.0036
12.8843	0081	0.0100	-2.0036
13.0246	0082	0.0100	-2.0036
13.1920	0083	0.0100	-2.0036
13.3592	0084	0.0057	-0.2393
13.5230	0085	0.0031	-1.7327
13.6897	0086	0.0031	-1.7327
13.8576	0087	0.0031	-1.7327
14.0270	0088	0.0031	-1.7327
14.1912	0089	0.0031	-1.7327
14.3568	0090	0.0031	-1.7327
14.5242	0091	-0.0054	-1.4550
14.7041	0092	-0.0054	-1.4550
14.8593	0093	-0.0054	-1.4550
15.0254	0094	-0.0054	-1.4550
15.1934	0095	-0.0054	-1.4550
15.3831	0096	-0.0054	-1.4550
15.5380	0097	-0.0029	-1.5783
15.6903	0098	-0.0029	-1.5783
15.8937	0099	-0.0029	-1.5783
16.0242	0100	-0.0029	-1.5783
16.2194	0101	-0.0029	-1.5783
16.3596	0102	-0.0029	-1.5783
16.5239	0103	-0.0015	0.0336
16.6900	0104	-0.0015	0.0336
16.8584	0105	-0.0015	0.0336
17.0246	0106	-0.0015	0.0336
17.2119	0107	-0.0015	0.0336
17.3598	0108	-0.0015	0.0336
17.5233	0109	-0.0110	0.0186
17.6916	0110	-0.0110	0.0186
17.8572	0111	-0.0110	0.0186
18.0239	0112	-0.0110	0.0186
18.2196	0113	-0.0110	0.0186
18.3585	0114	-0.0110	0.0186
18.5246	0115	-0.0061	0.0069
18.6908	0116	-0.0061	0.0069
18.8726	0117	-0.0061	0.0069
19.0374	0118	-0.0061	0.0069
19.1912	0119	-0.0061	0.0069
19.3616	0120	-0.0061	0.0069
19.5237	0121	0.0007	-0.0050
19.6902	0122	0.0007	-0.0050
19.8589	0123	0.0007	-0.0050
20.0295	0124	0.0007	-0.0050
20.2043	0125	0.0007	-0.0050
20.3572	0126	0.0007	-0.0050
20.5479	0127	-0.0017	-0.0341
20.6920	0128	-0.0017	-0.0341
20.8588	0129	-0.0017	-0.0341
21.0305	0130	-0.0017	-0.0341
21.2126	0131	-0.0017	-0.0341
21.3578	0132	-0.0017	-0.0341
21.5248	0133	0.0016	-0.0701
21.6922	0134	0.0016	-0.0701
21.8583	0135	0.0016	-0.0701
22.0242	0136	0.0016	-0.0701
22.2162	0137	0.0016	-0.0701
22.3577	0138	0.0016	-0.0701
22.5274	0139	0.0012	0.0516
22.6907	0140	0.0012	0.0516
22.8586	0141	0.0012	0.0516
23.0243	0142	0.0012	0.0516
23.2176	0143	0.0012	0.0516
23.3594	0144	0.0012	0.0516
23.5260	0145	-0.0003	-1.8307
23.6924	0146	-0.0003	-1.8307
23.8651	0147	-0.0003	-1.8307
24.0291	0148	-0.0003	-1.8307
24.1916	0149	-0.0003	-1.8307
24.2825	0150	-0.0003	-1.8307
24.4564	0151	-0.0003	-1.8307
24.6165	0152	-0.0004	-0.6000
24.8230	0153	-0.0004	-0.6000
24.9445	0154	-0.0004	-0.6000
25.1091	0155	-0.0004	-0.6000
25.2808	0156	-0.0004	-0.6000
25.4413	0157	-0.0004	-0.6000
25.6570	0158	0.0006	-0.0845
25.7693	0159	0.0006	-0.0845
25.9347	0160	0.0006	-0.0845
26.1171	0161	0.0006	-0.0845
26.2665	0162	0.0006	-0.0845
26.4386	0163	0.0006	-0.0845
26.5997	0164	0.0073	-0.0777
26.7649	0165	0.0073	-0.0777
26.9287	0166	0.0073	-0.0777
27.0943	0167	0.0073	-0.0777
27.2623	0168	0.0073	-0.0777
27.4303	0169	0.0073	-0.0777
27.5927	0170	0.0078	-0.0429
27.7558	0171	0.0078	-0.0429
27.9467	0172	0.0078	-0.0429
28.0880	0173	0.0078	-0.0429
28.2534	0174	0.0078	-0.0429
28.4279	0175	0.0078	-0.0429
28.5840	0176	0.0078	-0.0429
28.7514	0177	0.0078	-0.0429
28.9178	0178	0.0078	-0.0429
29.0851	0179	0.0078	-0.0429
29.2527	0180	0.0078	-0.0429
29.4632	0181	0.0078	-0.0429
29.5779	0182	0.0149	-0.0235
29.7457	0183	0.0149	-0.0235
29.9108	0184	0.0149	-0.0235
30.0779	0185	0.0149	-0.0235
30.2441	0186	0.0149	-0.0235
30.4226	0187	0.0149	-0.0235
30.5719	0188	0.0188	-0.0263
30.7369	0189	0.0188	-0.0263
30.9022	0190	0.0188	-0.0263
31.0707	0191	0.0188	-0.0263
31.2596	0192	0.0188	-0.0263
31.4478	0193	0.0188	-0.0263
31.5675	0194	0.0230	-0.0248
